"id","sentence","aspect","opinion"
"529","The food is great and they have a good selecion of wines at reasonable prices .","prices","reasonable"
"1677","The only positive was the wait staff , which was prompt , knowledgable , and likeable .","wait staff","positive prompt knowledgable likeable"
"2554","I could n't reccommend their Godmother pizza any higher .","Godmother pizza","reccommend"
"1412","I am not a vegetarian but , almost all the dishes were great .","dishes","great"
"2251","I was very impressed by this low-key upper eastsider and their authentically thai cuisine ! ! !","thai cuisine","authentically"
"991","For the location , the prices are very reasonable .","prices","reasonable"
"991","For the location , the prices are very reasonable .","location","reasonable"
"2284","The food is okay and the prices here are mediocre .","food","okay"
"2284","The food is okay and the prices here are mediocre .","prices","mediocre"
"3531","My friend 's food was also the complete opposite of what it 's supposed to taste like ( aND look like ) .","food","opposite"
"550","We have been to this place many times , and always have great food , wine , and service .","food","great"
"550","We have been to this place many times , and always have great food , wine , and service .","wine","great"
"550","We have been to this place many times , and always have great food , wine , and service .","service","great"
"2316","Not a typical pizza joint , but good for a low key and fairly cheap nice sit down dinner .","dinner","cheap nice"
"486","The corned beef was tender and melted in my mouth .","corned beef","tender melted"
"3469","The best Chicken pad tai , I 've ever had .","Chicken pad tai","best"
"1662","$ 20 for all you can eat sushi can not be beaten .","sushi","can not be beaten"
"3205","Haru serves very fresh fish , has a trendy , modern ambiance , prime location on Park Avenue South and friendly service .","fish","fresh"
"3205","Haru serves very fresh fish , has a trendy , modern ambiance , prime location on Park Avenue South and friendly service .","service","friendly"
"3205","Haru serves very fresh fish , has a trendy , modern ambiance , prime location on Park Avenue South and friendly service .","ambiance","trendy modern"
"3205","Haru serves very fresh fish , has a trendy , modern ambiance , prime location on Park Avenue South and friendly service .","location","prime"
"528","Warm and friendly in the winter and terrific outdoor seating in the warmer months .","outdoor seating","terrific"
"82","Very romantic fires - I 've literally spent hours at Lanterna , drinking wine from their extensive wine and enjoying the ambience .","wine","extensive"
"82","Very romantic fires - I 've literally spent hours at Lanterna , drinking wine from their extensive wine and enjoying the ambience .","ambience","enjoying"
"2640","We got a little tipsy from the sake but is n't that what Saturday nights with the girlfriends are all about ?","sake","tipsy"
"3643","Always a nice crowd , but never loud .","crowd","nice never loud"
"40","My turkey burger was not cooked at all , my friends salmon was completely raw .","turkey burger","not cooked"
"40","My turkey burger was not cooked at all , my friends salmon was completely raw .","salmon","raw"
"3111","The service is spotty , sometimes really friendly and sometimes barely there .","service","spotty"
"1340","Decor is minimalist and clean - nothing to distract or commend .","Decor","minimalist clean"
"1111","His drinks are very inventive , delicious and classy .","drinks","inventive delicious classy"
"2622","Great food , great prices , great service .","food","Great"
"2622","Great food , great prices , great service .","prices","great"
"2622","Great food , great prices , great service .","service","great"
"1279","Awesome Pizza especially the Margheritta slice .","Pizza","Awesome"
"1279","Awesome Pizza especially the Margheritta slice .","Margheritta","Awesome"
"2495","This place , however , has a lot less pretension than Joya and the Thai food is still above average .","Thai food","above average"
"3040","Try ordering from the regular menu , then you would not regret !","menu","regret"
"3454","We started with lox and mussels ( the best ive ever had , ever ) and had the cod and trout for dinner .","lox","best"
"3454","We started with lox and mussels ( the best ive ever had , ever ) and had the cod and trout for dinner .","mussels","best"
"3291","Food is great .","Food","great"
"2693","I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !","meatballs","recommend"
"2693","I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !","caprese salad","recommend"
"2693","I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !","beans on toast","wonderful"
"2693","I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !","meal","wonderful"
"3127","This place is incredibly tiny .","place","tiny"
"1904","I did n't complain , I liked the atmosphere so much .","atmosphere","liked"
"3676","The wine is always good , the tapas are always yummy , especially with the warm pita bread .","wine","good"
"3676","The wine is always good , the tapas are always yummy , especially with the warm pita bread .","tapas","yummy"
"3676","The wine is always good , the tapas are always yummy , especially with the warm pita bread .","pita bread","warm"
"3667","But when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .","waitresses","great"
